x,y,arg
2.3732321,13.412755,0
1.8428217,12.782291,0
25.410967,6.594289,0
12.077797,-11.438407,0
2.8311696,-8.039917,2
10.201001,-6.8930993,2
-3.4832776,15.581789,1
-6.3668413,12.581625,1
-14.748259,-5.964531,1
-1.6357942,-16.942087,2
8.699623,-5.2167583,1
-3.334162,14.456806,0
10.868133,8.820069,0
22.56833,15.644805,0
26.299835,2.3528845,0
16.80404,9.907187,0
12.853417,-4.726303,2
6.428838,3.566097,0
-8.784939,16.937998,1
-0.71761143,13.880337,1
-2.5202234,-11.285529,2
3.9862807,-5.159416,2
15.937035,16.33755,0
19.50755,7.2513833,0
15.237618,5.7882905,0
17.875498,-4.4502835,0
15.113074,-13.759585,2
4.7921734,-3.98788,0
16.054634,10.664898,0
13.043332,10.155293,0
17.54193,-2.422088,2
-4.6493917,8.981163,0
5.784532,13.964426,1
-7.985983,6.0356536,2
3.5878367,2.15029,0
-8.17215,10.190015,1
-12.601437,2.5790102,1
-6.0094814,-0.0016889161,1
-3.4091055,-6.342651,2
5.634926,-9.986069,1
3.6713543,23.113022,0
21.497524,6.2530575,0
28.10878,3.233307,0
8.131554,-3.0628533,0
15.908844,-12.49224,2
7.8629236,7.4056773,0
20.367525,11.324812,0
21.290413,3.848953,0
7.31116,-13.788318,2
6.5680385,7.0838203,0
19.289444,15.162868,0
24.543728,13.163242,0
20.983856,-9.311709,0
10.018644,-3.4465919,2
0.7553099,-5.564522,2
-7.2308297,17.528057,1
-11.733587,-0.692607,1
-6.9991736,9.633144,1
4.3336453,-13.578899,2
6.260864,-6.653935,1
-11.308448,8.317522,1
-10.371188,1.2544998,1
-9.085083,-7.0152802,2
-3.0694714,3.5444589,0
6.6151066,17.488443,1
-6.885233,0.75730926,1
-8.905075,-0.6661209,1
0.059581123,-10.820247,2
3.2314243,-9.012162,1
5.7086115,13.908567,1
-8.023558,6.073255,2
3.6053584,2.16013,0
11.569088,14.440565,2
9.261486,15.058257,0
20.367413,11.3212185,0
21.279474,3.8502696,0
6.9285035,-13.438827,2
6.6092014,7.041239,0
15.753498,17.553057,0
26.63647,8.894735,0
13.261418,-6.6225367,2
2.600397,2.2133064,0
-0.47248793,19.347448,1
-0.9813661,6.178533,2
0.8200943,-0.75411403,0
12.212056,18.080942,0
21.462318,6.3834453,0
13.863056,11.140167,0
8.201124,-3.142118,0
5.5764756,-16.079687,2
-1.3546067,0.2660904,0
10.248307,14.29859,0
19.859253,9.055127,0
7.306509,-13.78517,2
10.899948,-0.20180833,0
6.9178476,2.431209,2
7.0105915,13.379183,2
12.355629,23.250135,0
20.938948,-10.83177,0
22.965183,-7.1785197,0
6.1950607,1.3940346,0
14.310585,4.796352,2
5.704048,-11.421994,0
6.6177993,11.288717,2
2.6639855,13.986542,0
-0.47678488,19.339094,1
-1.0044862,6.1868978,2
0.81205195,-0.7531811,0
4.2069,16.321493,1
-14.451,16.152212,1
-2.060529,-15.16413,2
-2.4500594,-2.818971,0
12.492428,20.889425,0
20.835266,13.858204,0
19.952187,2.5804996,0
18.785767,-11.601747,0
12.283105,-12.655265,2
2.485727,-6.734793,0
7.0270753,19.613312,0
27.018703,12.602416,0
11.009486,-13.074498,0
8.137287,-9.008335,2
5.8128905,-5.539965,2
12.857825,19.487164,2
5.41404,24.05502,2
0.40969706,26.65564,1
-14.023599,13.70973,1
-4.476819,-2.7642372,1
-5.0309234,-3.9912088,1
-8.556804,-9.170869,2
-7.854958,-1.5627826,2
6.7532167,14.512486,1
7.746041,11.933081,1
1.9010546,-0.14235367,2
12.120629,2.0977488,2
4.5570745,16.367899,1
-9.4429455,3.2671907,1
-6.315144,-1.5400826,2
4.5831847,0.25188836,0
-1.4728513,10.758284,2
5.6246037,12.660431,0
0.1689327,13.231317,1
-8.371449,15.324133,1
-14.83678,-6.047144,1
-1.6667182,-16.911266,2
14.048608,-5.0274377,1
16.776653,4.1161094,0
27.835855,5.824044,0
12.314174,-14.596134,2
-2.0333838,12.886315,0
2.8522577,18.649973,1
3.163539,3.716221,1
-1.8337353,-3.738502,1
-2.927156,-1.2234545,1
-3.9706247,2.4474711,2
3.7604985,-10.176223,1
2.794809,16.842075,1
-16.952616,-2.2992878,1
-2.8578568,-9.38154,1
-6.7908883,-5.6897635,2
8.985668,1.9791628,1
12.217008,18.074848,0
22.444336,12.365181,0
13.835459,11.160077,0
7.9429026,-2.8667126,0
5.5827246,-16.077856,2
-1.3606089,0.275071,0
-6.2711015,14.476167,1
-3.4481902,11.932897,1
-9.516912,-3.449597,1
-5.055913,-4.072794,1
-5.114167,6.278961,2
-4.8596487,-1.7316135,1
17.03728,14.057478,0
21.18544,-4.163208,0
23.00752,-2.823651,0
-4.2560368,-0.20476247,2
6.9274554,-7.9138713,0
11.8532915,15.810452,0
11.758161,5.6805735,0
16.990662,-8.157799,2
9.001057,0.1957884,0
15.8221245,17.494436,0
14.1531105,-2.801874,0
9.677989,-15.40688,2
3.1256952,6.8876724,0
-3.2943242,14.47575,0
10.890309,8.901537,0
22.54042,15.569062,0
26.12931,0.53016347,0
16.81284,9.905863,0
12.823815,-4.710683,2
6.349887,3.4893095,0
1.8838006,12.813656,0
25.4105,6.592125,0
12.077033,-11.460827,0
2.8516486,-8.0571375,2
10.297424,-7.0047183,2
6.3564157,24.69784,1
-5.515109,9.940463,1
-15.225747,8.698631,1
-15.481737,-9.529155,1
1.278402,4.622621,2
-7.6817017,-3.9590557,2
17.183455,14.175753,0
10.571489,10.005252,0
13.771182,-9.476406,0
13.008828,1.7938225,2
5.3610935,-4.9448333,0
-3.842198,18.826283,1
-8.020516,6.0496025,2
-2.2982466,13.853779,0
-8.136622,10.219638,1
-12.634827,2.5347946,1
-5.9982853,-0.015346987,1
-3.6721802,-6.6830134,2
5.690156,-9.931512,1
4.1579747,2.4665825,2
7.675865,21.745531,0
17.808464,16.530893,2
1.3656248,21.693121,0
17.036242,14.059231,0
21.185701,-4.164874,0
22.995405,-2.8081074,0
-4.24371,-0.19589692,2
6.931481,-7.9157095,0
-6.57076,17.005205,1
-1.9813168,-6.582491,1
1.2520918,-14.895871,2
3.2119343,-5.114099,2
24.846607,15.834519,0
27.945755,5.950175,0
12.274196,-14.554883,2
15.129778,7.7553234,0
13.886897,16.605305,0
24.614895,13.08453,0
20.964142,-9.274914,0
9.920651,-3.6188493,2
5.3697915,-12.503709,2
17.814976,16.538849,2
5.4453235,24.107536,0
24.819921,15.812524,0
18.122646,2.3835804,0
10.057035,-16.34302,2
15.172323,7.7277007,0
8.929585,5.0604053,0
18.204508,4.9804425,2
12.055721,-0.030961063,1
6.5894365,11.245869,2
2.6194503,13.924925,0
0.758852,12.211724,1
-5.599076,10.013495,1
-2.7583623,-4.861764,1
-5.7627397,-3.2349973,1
-7.796509,-9.542301,2
-8.095385,-4.1123557,1
15.947404,16.327538,0
19.505772,7.2587066,0
19.328266,3.6116073,0
8.072991,-1.2953644,0
15.095153,-13.732487,2
4.694133,-4.0540986,1
-7.1596813,17.463581,1
-11.7808,-0.73531526,1
-6.9296618,9.683979,1
4.333577,-13.582392,2
6.2553325,-6.6563096,1
-7.162753,17.468267,1
-11.781062,-0.7417016,1
-6.960565,9.653961,1
4.322601,-13.577955,2
6.259518,-6.6576276,2
14.4947195,10.352285,2
9.269739,15.048221,0
-0.7977146,15.322835,1
-12.622791,0.90089196,1
-17.09587,6.207578,1
-11.357596,-9.874712,2
13.293336,-7.8689218,1
17.179409,14.150244,0
10.568913,9.999307,0
13.771926,-9.472083,0
13.029801,1.7805827,2
5.393503,-4.913934,0
10.040465,12.850077,0
11.465403,4.0456,2
10.149185,6.466416,2
6.995024,8.919989,0
20.749823,1.7076408,0
13.209801,-6.576378,2
7.37925,1.5136616,0
18.358042,13.637997,0
21.904968,1.0962005,0
15.355823,-3.7667825,0
10.839336,-4.708164,2
9.23024,-5.697359,0
14.043609,16.68202,0
14.996158,14.070022,0
8.619185,-7.4551206,0
12.50052,-10.200476,2
13.686764,-0.5971537,2
-4.3731623,20.222193,1
-10.056399,12.417576,1
-14.159124,7.501074,1
-3.9092479,-7.0845566,1
-5.4401307,1.0667615,2
-0.35976875,-5.054586,2
-3.839536,18.825974,1
-8.039689,6.074367,2
-2.2617104,13.803571,0
7.0799904,2.4694233,2
7.0064397,13.376683,2
9.25855,10.279589,0
18.205744,4.98591,2
12.031293,0.039011475,2
9.28199,11.391831,0
13.553909,4.047062,2
12.051279,-0.11339915,2
-9.569812,16.017576,1
-1.9729854,-6.5804577,1
0.6252405,-12.864111,2
6.711261,-1.3531141,2
-1.2170461,10.512993,2
5.6810045,12.731581,0
15.362183,20.532358,0
21.248861,0.53530943,0
20.195627,-2.568177,0
10.399075,-10.741802,2
-1.238222,-1.2999736,0
3.2192957,19.185545,1
-11.169183,9.503396,1
-11.987411,-5.8485103,1
-10.057271,-2.0275533,1
-4.8092384,2.3420355,2
9.2111025,-1.3503413,1
9.271249,21.283968,0
11.03368,1.3730488,0
21.329975,-0.8938498,0
15.666348,-1.7186637,0
16.04405,6.3873677,2
17.20929,-0.22458704,0
7.5662937,23.600286,0
17.240385,7.939651,0
16.292274,-6.2331553,0
18.040024,-5.8977656,1
-1.7532735,-5.3335066,2
5.8082514,9.740258,2
7.0404716,19.62436,0
27.01188,12.595747,0
17.992945,-7.5760646,0
14.645472,-11.426836,2
5.75095,-5.4991527,2
3.3519673,8.524439,2
1.5759965,21.426575,0
-4.4531736,12.383393,1
-12.266624,6.330515,1
-5.1410284,-12.527519,1
5.451531,-19.308546,2
6.14569,-6.7635007,2
-4.6598744,20.59163,1
-10.5394335,10.572261,1
-6.890812,-2.5580454,1
-2.7276537,-0.98852706,1
-3.8664382,2.4854035,2
-0.17241606,-5.333748,1
-4.3571286,20.21075,1
-10.110041,12.472884,1
-14.168769,7.5062485,1
-3.979343,-7.3250623,1
-5.4223313,0.9855053,2
-0.41616684,-4.9841623,2
-6.273758,14.455065,1
-3.409007,11.980724,1
-9.515823,-3.4488182,1
-5.0494475,-4.086304,1
-8.567388,-9.164645,2
-4.864031,-1.7341596,1
1.7638309,6.6840463,2
14.661175,15.133404,0
12.204575,12.718756,0
11.0870695,6.548403,0
14.825891,2.0671852,0
15.235729,1.051589,0
10.021907,2.302648,2
7.201692,-6.057133,2
-7.185397,17.491909,1
-11.78882,-0.74260634,1
-6.8942285,9.70871,0
-9.830594,7.7440944,1
0.8202132,-4.1850915,2
-8.80906,9.196396,2
0.36728922,26.700947,1
-3.4476123,11.948963,1
-9.518148,-3.4481354,1
-5.007654,-4.1064487,1
-8.592214,-9.14237,2
-4.869493,-1.7522725,1
-11.287044,8.354198,1
-10.487782,0.75299793,1
-9.479391,-6.597436,2
-3.2294743,3.8968074,0
6.048432,16.48611,1
-10.402551,1.4076898,1
-9.112315,-6.9941106,2
-3.0127487,3.4771276,0
17.4074,10.917315,0
27.976215,5.979739,0
12.286457,-14.567607,2
-1.9959956,12.863966,0
5.961076,16.460485,1
-10.341259,1.788839,1
-6.9117484,-1.0467912,2
5.126377,-0.31104627,2
6.9462457,19.526258,0
23.924044,15.163974,0
23.204332,-5.190695,0
8.266538,-9.203027,2
1.7688864,-4.1501627,0
-11.83329,14.191934,2
1.1989727,10.554729,2
6.449199,2.3004353,2
2.3738236,13.418826,0
0.75833637,12.21735,1
-5.447473,9.868327,1
-15.250657,8.7463,1
-5.7304497,-3.2665572,1
-7.75937,-9.561647,2
-8.085555,-4.1213484,1
-3.465728,22.494879,1
-10.533474,0.48397154,1
-9.680017,-6.3833156,2
-3.2797773,4.027928,2
6.9379697,8.921542,0
20.690292,1.7651092,0
13.233439,-6.565532,2
7.3682823,1.5129508,0
2.9826233,20.724482,1
-8.618482,13.418639,1
-10.257824,-5.587501,1
-10.175717,-2.109545,1
1.442262,3.7578743,2
9.288995,-1.3094844,2
14.47308,19.136667,0
13.970195,8.33998,0
16.907188,-10.28341,0
4.2404013,-7.315413,0
0.21168467,7.016367,2
1.6641628,-8.375051,0
-8.3565,20.679174,1
-3.0296617,9.956696,1
1.4080273,-10.637408,1
1.6773454,1.6484557,1
0.18409318,5.586961,2
-0.6657741,7.8219457,1
8.3904915,15.985744,0
17.973118,6.7895255,0
19.951702,-2.3595827,0
-4.1897016,-0.12446519,2
1.3183806,0.7973503,0
-7.4340525,13.995101,1
-6.2303658,12.73521,1
-6.0621967,-6.8494587,1
-5.250286,-10.54343,2
-0.5888009,-7.3093977,1
0.003339064,20.447014,1
-14.917288,10.960904,1
-13.192279,-4.4028344,1
-0.13663897,-3.0715737,1
0.47715405,5.082563,2
4.9798636,-8.192179,2
17.171543,14.157892,0
10.591191,10.014281,0
13.772414,-9.477063,0
13.02115,1.7753049,2
5.4006634,-4.9283466,0
-11.303646,8.339878,1
-10.406153,1.4010619,1
-9.147298,-6.9613647,2
-2.9638538,3.4747977,0
10.827701,22.190159,0
18.928167,8.636062,0
6.9159775,-4.257251,2
10.7631855,-0.37951505,0
-1.1649138,17.197128,1
-9.574018,-9.864985,1
-0.18117523,-0.8161361,1
3.1701415,-13.356861,2
-3.684919,-10.153196,1
19.285952,15.171692,0
24.65757,13.098087,0
20.972435,-9.266588,0
9.932734,-3.6058838,2
0.76326215,-5.568171,2
-9.709609,18.140728,1
-13.1785965,6.17714,1
-8.054995,-3.0339699,1
-0.6424339,-10.324281,2
14.323957,-1.5562549,1
11.800312,15.885833,0
11.742895,5.687669,0
17.084051,-3.6967173,2
8.967004,0.16240229,0
12.459396,20.92336,0
20.830915,13.854447,0
19.61442,2.281364,0
18.746828,-11.531764,0
12.274884,-12.667459,2
2.4094238,-6.5955377,2
-11.253043,8.378296,1
-10.445665,1.0235379,1
-9.362566,-6.723996,2
-3.1919727,3.8147938,0
14.459638,10.326074,2
9.205317,14.985942,0
11.420292,14.631391,2
-0.63000005,23.896833,0
6.509844,2.3499703,2
7.0075264,13.377157,0
16.842503,13.875813,0
18.083128,6.8695817,0
22.986856,-2.8046203,0
-4.1328015,-0.064822495,2
1.2994665,0.83050334,0
6.3608055,24.703995,1
-5.431736,9.882089,1
-15.247366,8.690502,1
-15.475127,-9.536852,1
1.2494131,4.6592402,2
-7.633976,-3.9368117,2
15.003289,25.95319,0
22.634132,8.518973,0
8.5353985,-10.976201,2
9.474054,8.236909,0
15.806465,17.514622,0
26.634623,8.889228,0
9.681982,-15.404242,2
2.6577034,2.193811,0
5.9921947,16.48261,1
-10.406157,1.3886572,1
-9.109209,-6.994818,2
5.109658,-0.30376837,2
-10.177225,23.11205,1
-3.7352834,8.724051,1
-5.928447,3.690576,1
5.4770346,-19.326546,2
7.111521,-9.54486,2
-1.1681105,17.196444,1
-9.606302,-9.891771,1
-0.17285964,-0.7941225,1
-3.1443763,-13.832566,2
-2.4812586,-8.164651,2
-8.18392,10.188636,1
-12.546089,2.6330242,1
-5.9994974,-0.029833004,1
-11.363371,-9.986504,2
5.677041,-9.938583,1
24.84493,15.8368225,0
18.07354,2.4273944,0
10.054086,-16.336096,2
15.113122,7.778512,0
-10.204714,23.13933,1
-3.6849031,8.789679,1
-5.1268544,-12.542883,1
5.4844007,-19.341269,2
3.4807544,-11.766676,2
4.4052343,25.99464,0
13.54148,13.495895,0
19.186037,0.2552263,0
7.204897,5.5287447,0
8.09097,9.087453,0
0.875009,-1.8405215,2
7.3956428,0.04045945,0
2.9396272,18.785137,1
3.4079216,5.9627285,1
-10.673049,-3.5171616,1
-3.3905427,-1.6760224,1
-4.7523127,2.3955595,2
3.3157947,-9.9809,1
-7.4459214,12.073146,0
10.864238,8.828282,0
22.597565,15.62352,0
26.333319,2.407719,0
-1.4461043,4.5643787,0
13.334872,6.800025,2
5.2831335,1.6034999,0
11.525189,14.484187,2
9.272826,15.060336,0
-1.2352369,17.131632,1
-3.9969037,7.578193,1
-6.0040917,3.7933378,1
-3.1145594,-13.867375,2
-2.5191157,-8.148466,2
-5.352322,15.697478,1
-0.26020765,3.647512,2
2.4284213,2.825114,0
-0.7955362,15.326733,1
-8.446201,15.397407,1
-14.790997,-6.000773,1
-1.7555499,-16.82289,2
13.293972,-7.8624372,1
15.007265,25.95706,0
22.630695,8.523075,0
8.548742,-10.962322,2
9.46289,8.221533,0
9.969709,12.748914,0
11.479802,4.0331516,2
10.168211,6.4656024,2
14.730724,18.470453,0
13.875488,8.396567,0
16.990984,-10.145882,0
3.9106083,-7.5681534,2
9.303201,-13.038428,2
11.943274,13.048577,0
10.285135,4.4284425,0
15.727195,2.549191,0
9.796646,-8.831216,0
10.865775,2.792738,0
3.185063,-16.462315,2
6.2119412,3.3384874,0
14.786142,18.382448,0
13.829329,8.419839,0
16.926722,-10.164096,0
12.03259,-9.747127,2
9.297753,-13.030712,0
-4.5781364,20.490623,1
-10.540556,10.577057,1
-6.8823214,-2.5608687,1
-2.7196138,-0.9808931,1
-5.5545807,0.9594108,2
-0.2189158,-5.2654657,2
6.587503,17.464306,1
-13.437007,5.011361,1
-8.925216,-0.6551463,1
-0.12602027,-10.672813,2
0.028996779,-8.331758,1
5.765965,13.972039,1
-0.5533273,3.9241035,2
3.5628633,2.1310241,0
0.02942361,20.476068,1
-14.827853,11.0494995,1
-13.159994,-4.3736997,1
-0.046327014,-3.0118842,1
0.64675355,5.018123,2
4.7530303,-8.523192,0
9.764779,9.222912,2
2.4115462,8.109439,0
10.969585,11.160735,2
-0.62956715,23.893673,0
-3.4590008,15.607863,1
-6.368569,12.581017,1
-14.748927,-5.96445,1
-5.2348013,-10.525882,2
8.698284,-5.218292,1
7.1133394,10.307803,0
23.125143,6.6073337,0
17.336414,5.1082373,0
20.994192,9.355666,0
13.027612,-2.5314648,0
21.06625,-6.438783,2
7.791354,4.5455894,0
14.777172,18.4042,0
13.82936,8.419829,0
16.983328,-10.150266,0
3.9614406,-7.510927,2
9.285424,-13.024994,0
11.421206,14.638588,2
9.285413,15.066906,0
-2.1963203,6.0403585,2
2.782366,11.346304,0
-1.2959172,22.452469,1
-6.845478,5.3416147,1
-6.887067,-11.516489,1
4.489922,4.948333,1
-7.726479,1.8580773,1
4.222981,4.0157113,2
3.0737667,9.320399,0
6.0677886,16.55008,1
-10.440731,1.4808619,1
-9.173252,-6.9322515,2
-3.0117896,3.4727564,0
8.017863,27.086443,0
22.214994,12.142791,0
25.385557,-2.7365873,0
28.186012,0.63199,0
5.058069,3.010282,2
3.7303643,-2.1676922,0
14.525519,10.359912,2
9.087017,14.866237,0
12.470621,23.363665,0
20.985079,-10.783747,0
15.248126,5.795551,0
6.2056866,1.4128915,0
14.283374,4.8209677,2
5.7478304,-11.391087,0
14.578559,18.667124,0
13.95314,8.366249,0
8.547295,-7.5267706,0
10.400583,-2.6964056,2
5.5974307,-5.2203035,1
3.3494315,8.518072,2
1.6809821,21.30575,0
17.406872,10.933434,0
27.946394,5.946761,0
12.30538,-14.580588,2
-2.0220742,12.880842,0
4.125304,2.5081434,2
2.7233102,11.502744,0
-11.898172,14.256941,2
0.7112197,10.370285,2
