x,y,arg
10.045909,12.851902,0
11.355925,4.1511087,2
-2.6951997,4.7757716,1
3.0035377,20.74178,1
-8.606785,13.400241,1
-10.260253,-5.5795774,1
0.4267514,-6.7902637,1
-15.565362,5.283087,2
16.017355,7.5572925,1
15.069397,26.014067,0
22.669806,8.486503,0
8.529873,-10.979661,2
9.534023,8.300851,0
2.855971,18.666578,1
3.164056,3.7356293,1
-1.8490688,-3.7251947,1
-3.090165,-1.402228,1
-4.3267875,2.424426,2
3.5576854,-10.10192,1
-2.8326623,12.944028,1
-11.592425,-3.336786,1
-5.7527075,-0.2744373,1
-3.6378179,-6.6452255,2
5.925692,-9.677943,1
-10.539322,13.903177,1
-15.8521805,1.9761783,1
-6.6423125,-7.2665963,1
-5.6229115,-10.855343,2
3.217239,-3.1157799,1
10.241992,23.61594,0
10.244145,20.490906,0
13.271537,12.02799,0
12.470443,3.6182208,0
-1.4329015,4.600993,0
13.472746,6.821019,2
7.0254126,12.294202,0
10.209969,14.123035,0
19.849003,9.053062,0
7.30062,-13.780558,2
10.739781,0.08123531,0
-3.4932,22.462029,1
-10.4679365,0.5835625,1
-7.7833376,-12.984754,2
-3.2961967,4.019894,2
2.8352194,16.882256,1
-16.964571,-2.3101616,1
-15.174359,-0.38089415,1
-9.951843,-12.665859,2
9.050372,1.9432414,1
-3.4451613,15.625026,1
-6.287936,12.672687,1
-6.0416627,-6.835777,1
-5.259121,-10.548851,2
8.680868,-5.202679,1
-3.295407,14.473225,0
10.869706,8.8275385,0
22.59295,15.621044,0
26.30051,2.3499427,0
-1.447691,4.5698442,0
12.882043,-4.753004,2
5.2580924,1.5765209,0
12.428816,23.32203,0
19.52057,7.2410655,0
15.246244,5.7914686,0
6.222736,1.3586179,0
14.309042,4.7974176,2
5.6617017,-11.476798,0
16.470774,19.985683,0
24.884592,3.8091512,0
23.874187,-8.6038885,0
12.102799,-9.770134,2
5.5269403,-6.8000007,1
17.798922,16.527134,2
-3.0032187,17.199053,2
0.021922538,20.465246,1
-14.822072,11.055355,1
-13.174655,-4.364319,1
0.12702374,-2.9111137,1
0.69574136,4.9697075,2
4.6979246,-8.54169,0
-1.0539285,17.31091,1
-4.031073,7.613602,1
-5.965707,3.7370026,1
-3.0989172,-13.878997,2
-2.4931471,-8.176655,2
-11.28266,8.315569,1
-10.443022,1.3629152,1
-9.082389,-7.0257335,2
-3.0109475,3.4806957,0
5.2452497,16.05563,1
-9.585851,3.202908,1
-6.648291,-1.2385157,2
4.731714,0.07371495,2
6.374319,21.86111,0
10.228333,20.461193,0
1.8376328,19.334286,0
12.47939,3.584011,0
13.025899,-2.533454,0
10.779856,-5.816463,2
7.7313595,4.5710635,0
1.2885072,16.76131,1
-4.6436257,10.667975,1
-14.963307,8.43362,1
0.34192088,-2.7470233,1
0.7970422,4.94421,2
-6.095154,-4.7115974,1
11.856675,15.821258,0
11.751346,5.678967,0
17.083591,-3.6945555,2
9.026252,0.2198097,0
16.762178,4.1012816,0
27.91045,5.910135,0
14.496711,-7.541437,2
14.673936,9.296287,0
7.287657,2.5569537,2
2.3855333,13.446801,0
15.78455,17.535934,0
26.643614,8.858578,0
9.67671,-15.399402,2
2.6613543,2.1677966,0
-5.2743196,15.633538,1
-0.1773774,3.5449357,1
0.6546727,-12.893185,2
6.6227727,-1.2559817,2
2.7874691,16.834663,1
-16.970886,-2.315474,1
-15.3151045,-0.23737045,1
-9.952123,-12.667012,2
9.057427,1.9121845,1
9.268522,21.279573,0
11.183428,1.5033661,0
11.779737,-6.6719885,0
12.160169,-3.0615702,0
15.956233,-8.6996,2
17.597662,-0.46942598,0
6.583374,17.46674,1
-13.400386,4.9754076,1
-8.935033,-0.63535506,1
0.04000311,-10.805363,2
0.03284044,-8.369548,1
-7.429075,13.989238,1
-15.852655,1.9765267,1
-6.5429487,-7.18607,1
-5.5347543,-10.775054,2
3.2056394,-3.1232312,1
12.483519,23.377064,0
20.985567,-10.783956,0
15.249452,5.797695,0
6.1753564,1.398362,0
14.287036,4.8194127,2
5.686378,-11.43991,0
-3.2995853,14.475036,0
10.905534,8.894862,0
22.596436,15.626747,0
26.124706,0.5323666,0
16.8106,9.899813,0
12.885295,-4.771823,2
6.3663583,3.5046685,0
8.898053,5.0009027,0
13.15436,10.251099,2
6.588455,0.072225295,0
-0.6210733,19.18832,1
0.82176816,-4.180517,2
-3.14865,-3.412164,0
16.872643,13.899767,0
21.216719,-4.196644,0
22.991734,-2.811373,0
-4.254462,-0.1953254,2
6.956473,-7.914947,0
-8.172857,10.185446,1
-12.59598,2.5851333,1
-5.940075,-0.089038365,1
-3.4447846,-6.373914,2
5.6915545,-9.929132,1
13.048671,14.543672,0
24.413523,-1.7032397,0
6.8391714,-13.3525,2
-1.8193692,0.797142,0
9.2282,11.35488,0
19.463556,-5.6812,2
4.889619,-2.693007,0
-3.8356588,18.820648,1
-17.249317,3.2185464,2
-8.884535,9.245594,0
0.80880725,12.154418,1
-5.878651,10.314079,1
-2.7330804,-4.850301,1
-5.5495677,-3.3871632,1
-7.9189477,-9.528335,2
-7.787962,-1.6611382,2
4.6363163,18.052238,0
12.307952,9.325793,0
20.374348,5.156702,0
16.046618,-1.9389814,0
15.900052,6.275598,2
17.088312,-0.13214213,1
-4.4037967,20.26086,1
-10.055683,12.419213,1
-14.15133,7.506829,1
-3.9790506,-7.3438044,1
-5.4598365,1.0199478,2
-0.4023579,-5.012048,2
6.0083456,16.580608,1
-10.354354,1.3678925,1
-8.997002,-7.0582786,2
5.123346,-0.29780915,2
6.3507905,24.698595,1
-5.4315863,9.860277,1
-15.252677,8.725676,1
-15.440217,-9.566746,1
1.217308,4.688421,2
-6.1314306,-4.6657023,1
11.954743,13.0534525,0
12.804114,5.8045425,0
15.403687,2.3857605,0
9.891564,-8.882649,0
10.370218,2.5302706,2
5.229523,4.4851007,2
14.796952,18.372831,0
24.87944,3.812235,0
23.87242,-8.602264,0
12.013195,-9.72479,2
9.259709,-12.996244,2
8.40652,24.770733,0
20.049543,19.649237,0
19.419237,-14.979704,0
26.496086,-4.9794846,0
16.236387,-14.206159,2
2.3564951,-6.453335,0
17.49278,11.920469,0
14.143914,-2.8054268,0
0.77900815,-7.239605,2
3.0647693,6.808707,0
1.3472136,16.738304,1
-4.653109,10.653513,1
-13.144494,-4.3549066,1
0.10032023,-2.9363766,1
0.74807316,4.9618297,2
4.7302814,-8.503249,0
-1.5345367,10.817269,2
5.3669887,12.373807,0
9.252836,19.837797,0
22.57494,4.4214153,0
17.488037,1.5899538,0
10.399276,-2.6988049,2
9.05443,-2.3671038,2
-1.5751528,10.852355,2
5.383183,12.385977,0
5.138519,16.051498,1
-9.5768385,3.2072427,1
-6.4480295,-1.396011,2
4.7318287,0.0992165,2
3.667702,15.2789345,1
-14.467639,16.168829,1
1.8582765,-0.10653429,2
3.035973,-4.1712503,0
-0.7025712,8.742127,1
-4.5031624,3.8788304,2
4.28707,-0.7237649,0
10.20062,14.246916,0
19.890297,9.082098,0
7.2295084,-13.713512,2
10.750171,0.010718937,0
13.90513,16.622906,0
14.984515,14.081332,0
8.466374,-7.59845,0
9.83178,-3.6682618,2
13.678832,-0.59337443,2
-3.4608133,15.61096,1
-6.365595,12.585831,1
-14.784025,-6.0003963,1
-1.6377964,-16.939539,2
8.69279,-5.216517,1
18.752028,18.530384,0
12.318486,9.35347,0
20.465084,5.0716343,0
16.098148,-1.8747476,0
15.169432,4.1138883,2
-3.908775,5.7249546,0
7.9956956,27.111147,0
22.520622,12.409102,0
13.830752,11.188612,0
7.961834,-2.884208,0
5.5808277,-16.077198,2
10.080127,-1.2109545,0
12.492398,20.88893,0
20.827854,13.852489,0
19.971544,2.5969183,0
18.786123,-11.599313,0
12.32665,-12.617185,2
2.502538,-6.7519765,0
3.1966398,19.176168,1
-11.241182,9.457384,1
-11.937397,-5.8047557,1
-10.05591,-2.048626,1
-4.902571,2.4211786,2
9.210322,-1.3374606,1
16.768066,4.1189036,0
27.882362,5.875016,0
14.488367,-7.5465856,2
14.6550045,9.293505,0
0.40688205,26.66112,1
-13.992655,13.677339,1
-4.475594,-2.7509131,1
-5.3214107,-3.5327237,1
-8.551402,-9.171829,2
-7.8460016,-1.5568388,2
15.929652,16.366558,0
19.512295,7.2539945,0
19.29433,3.64244,0
17.862753,-4.45887,0
15.139649,-13.779531,2
4.6862354,-4.079244,0
3.6317673,23.154528,0
21.510834,6.30892,0
28.137589,3.261092,0
8.111711,-3.0543432,0
15.916828,-12.488362,2
7.8597183,7.407978,0
-1.7022108,26.04396,1
-1.8468736,19.337803,1
-14.5465765,1.7620595,1
-10.76063,5.685625,1
-1.317207,12.314475,1
-4.074589,-4.990719,2
5.250656,6.173622,0
12.316665,23.21153,0
20.99196,-10.778586,0
23.01236,-7.131126,0
12.162848,-3.0636601,0
14.2386,4.8649163,2
17.589483,-0.45773867,0
-5.9465494,6.765806,1
-17.205566,3.261682,2
-8.822389,9.201382,0
3.9680614,22.822315,0
21.593021,6.1958756,0
28.130882,3.26278,0
8.099979,-3.0291977,0
15.896916,-12.462411,2
7.8560505,7.413724,0
-1.6923461,26.05453,1
-1.8461248,19.3363,1
-14.547993,1.7449288,1
-10.766652,5.6868644,1
-5.6169643,-8.989027,1
-4.04774,-5.0213957,2
5.2243385,6.191562,0
-11.296105,8.33997,1
-10.4503145,0.97114855,1
-9.223875,-6.874215,2
-3.039497,3.5070324,0
9.274596,11.310022,0
19.427969,-5.724815,2
4.9074006,-2.7285333,0
4.138127,2.4907565,2
2.7175128,11.506864,0
16.04521,10.651604,0
13.113567,10.223159,0
17.5578,-2.4498413,2
-4.627486,8.960939,0
11.485759,19.18968,0
23.281355,-0.09485063,0
12.04582,-7.776368,2
8.973156,4.0594625,0
1.9660937,12.817695,0
25.412031,6.5967827,0
18.470087,-7.3334484,0
14.032601,-4.118879,2
1.8726103,-1.7676809,2
-1.2864102,22.436106,1
-6.8286066,5.343723,1
-6.898636,-11.527694,1
-10.211152,-0.7228932,1
-7.648174,1.8930899,1
4.2653837,3.9261749,2
3.1787608,9.171236,2
-0.22267954,11.560948,2
4.1207943,19.14267,0
6.8321776,15.443626,0
10.903011,8.907778,0
16.422365,2.8224037,0
26.121937,0.53355014,0
16.850788,9.911007,0
12.62739,-4.4482384,0
2.4318066,0.8831033,2
-5.730785,4.9827037,0
0.40316156,26.664772,1
-14.01669,13.700954,1
-4.481041,-2.757766,1
-5.0542855,-4.0887628,1
-8.580404,-9.161849,2
-4.8622284,-1.7512182,1
-5.1097846,13.715675,1
-12.69094,0.8480415,1
-17.10265,6.208821,1
-11.355965,-9.902152,2
0.9510893,-9.329796,1
16.499432,19.959488,0
24.877888,3.8140354,0
23.871641,-8.601184,0
12.002267,-9.70215,2
5.531322,-6.806049,1
15.771141,17.54202,0
26.63854,8.889786,0
13.277525,-6.6464624,2
2.5839658,2.2254634,0
-1.329188,10.612033,2
5.693308,12.742021,0
-11.957079,14.3193655,2
0.7691006,10.4284,2
-1.0110233,17.350224,1
-4.034923,7.616928,1
-5.941509,3.7087324,1
-3.1429834,-13.836261,2
-2.4852953,-8.176066,2
-2.792767,12.940638,1
-11.603269,-3.332737,1
-5.7007895,-0.32388055,1
-3.6073213,-6.6141095,2
5.835776,-9.790684,1
7.8932924,14.207069,0
23.12019,6.6087,0
17.327158,5.075568,0
20.962872,9.374771,0
2.144084,5.4801054,0
19.036936,5.531719,2
7.134346,6.4349923,0
16.438978,20.017128,0
24.880775,3.8120618,0
23.846058,-8.575133,0
12.105151,-9.779821,2
5.5091558,-6.822147,1
-3.8344252,18.827097,1
-8.034341,6.073344,2
-8.877643,9.2339325,0
15.15951,26.103905,0
25.018768,9.063832,0
13.883373,-17.603035,2
16.209465,12.689551,0
6.8372183,15.463459,0
10.625527,18.00495,0
16.3771,2.769507,0
14.933044,-6.430479,0
17.342356,9.721421,0
12.572723,-4.3788342,0
2.4427826,0.87842196,2
-5.661575,5.047403,0
6.4764347,2.3458428,2
7.00701,13.374161,0
9.789025,9.194895,2
2.393496,8.099842,0
12.682267,7.8227963,0
16.27653,-4.900875,2
6.4601665,8.012487,2
2.880154,18.672655,1
3.1744242,3.7295868,1
-1.8423103,-3.7286315,1
-3.1386838,-1.4531206,1
-4.1392937,2.4358647,2
3.7261643,-10.178152,1
13.036426,14.552955,0
24.422657,-1.7179246,0
6.8387885,-13.355485,2
-1.8187145,0.8011596,0
18.762375,18.540327,0
21.650824,16.90371,0
20.501167,5.0378733,0
16.127167,-1.8293393,0
15.13781,4.14151,2
-3.9779584,5.676899,0
2.981082,20.710678,1
-8.547464,13.33612,1
-10.256299,-5.5900707,1
-10.212796,-2.1483614,1
1.4514304,3.7570372,2
7.572394,-15.290535,1
5.2842884,16.077126,1
-9.632798,3.1620107,1
-6.7351613,-1.1684092,2
5.015142,-0.20041215,2
-9.709558,18.139254,1
-14.304117,-2.3738182,1
-6.8913527,-17.166916,1
-0.714887,-10.259517,2
10.417165,-14.288757,2
11.435507,19.246555,0
23.298746,-0.05491306,0
12.026333,-7.7957726,2
12.419709,-1.2617173,0
8.3271675,16.037592,0
17.936707,6.769912,0
20.118834,-2.5096183,0
10.404588,-10.722683,2
-1.3138528,-1.2332866,0
-3.4863982,22.46296,1
-10.474866,0.5735335,1
-9.668935,-6.3922944,2
-3.2935374,4.025389,2
10.241949,23.616295,0
10.227264,20.478216,0
13.275977,12.00117,0
12.502156,3.5846956,0
-1.4426297,4.595529,0
13.471534,6.802402,2
7.012624,12.290631,0
3.2079792,19.193806,1
-11.209097,9.489381,1
-11.93635,-5.8008738,1
-10.14533,-2.1140816,1
-5.0258822,2.5458243,2
9.222273,-1.3582121,1
15.811105,9.0230875,0
12.176126,11.244991,0
8.12178,-4.38517,0
10.46406,-2.6084957,2
10.128055,-6.8097277,2
6.0837674,20.817709,1
6.0593653,4.665937,1
-1.7892627,9.756143,1
4.4721313,4.9935274,1
-7.710094,1.8635552,1
-3.650086,6.6930213,2
2.9473243,9.445888,2
-10.193338,23.128319,1
-3.7246146,8.733787,1
-5.968611,3.733022,1
-3.1216526,-13.854075,2
7.087605,-9.565889,2
-0.6039237,19.21272,1
0.827767,-4.1621165,2
-1.4415098,-2.5510068,0
-2.8900769,20.133757,1
0.09361306,9.579111,1
-7.7997403,0.75143564,1
-8.357733,7.916191,1
0.27909544,2.4993932,1
-2.1326146,8.127146,2
4.7079883,6.910922,2
-6.5624,17.002708,1
3.1159415,4.6630783,1
1.2599665,-14.887167,2
3.2118797,-5.1043053,2
17.40476,10.937475,0
27.85566,5.8504777,0
12.336023,-14.618876,2
-2.044885,12.868568,0
11.43735,19.228498,0
23.252956,-0.10887153,0
17.557222,-2.4425247,2
8.943799,4.080825,0
3.9947531,12.425938,2
1.6920261,10.756617,1
4.153422,2.4716856,2
7.6790648,21.750643,0
15.146602,26.08984,0
25.043573,9.086433,0
8.457106,-11.060382,2
9.706427,8.525766,0
6.832042,15.439306,0
10.618297,18.031187,0
16.348848,2.7290363,0
14.927301,-6.4420247,0
17.238977,9.789785,0
12.572725,-4.3686748,0
2.4325132,0.866158,2
-5.6511784,5.0442734,0
-4.453437,12.3792095,1
-12.288305,6.3210893,1
-5.1306925,-12.537669,1
5.4976964,-19.35714,2
6.1875052,-6.7309046,2
2.7908142,16.845514,1
-16.919353,-2.2656853,1
-2.8231637,-9.344175,1
-6.8223066,-5.7246532,2
8.974488,2.0201647,1
7.889161,14.151489,0
19.25231,-1.1221023,0
17.35273,5.093589,0
20.988192,9.352861,0
2.039702,5.5771575,0
18.991486,5.488312,2
7.127414,6.4586506,0
-9.518971,11.01833,1
7.7488117,11.945551,1
-2.5069344,-11.297924,2
12.124096,2.0649679,2
2.0678825,23.34398,0
18.736782,10.010636,0
19.783709,2.430713,0
18.804218,-11.578818,0
14.854289,-0.10342805,2
4.7226095,10.028214,2
8.25807,10.182648,0
17.927238,3.5202456,0
8.588534,-14.327476,2
9.288624,7.9967985,0
9.238937,11.371547,0
19.443468,-5.679918,2
4.9212503,-2.7185411,0
1.9569101,12.824331,0
25.421816,6.598616,0
12.073492,-11.464591,0
13.995472,-4.1533628,2
10.305265,-7.00334,2
-0.2797983,11.505479,2
0.73375255,10.398681,2
0.7354438,12.217837,1
-5.3982043,9.834858,1
-15.183539,8.697604,1
-5.7042875,-3.2219636,1
-7.764967,-9.510352,2
-8.098463,-4.116564,1
-7.433171,12.085371,0
10.206474,20.491343,0
22.605179,15.608561,0
12.467342,3.5886827,0
-1.4364188,4.555018,0
13.498778,6.813078,2
5.2438293,1.6199,0
11.427145,19.223,0
23.290619,-0.08093114,0
12.04146,-7.7856607,2
12.420972,-1.2604957,0
-10.527943,13.890377,1
-12.455218,-1.648062,1
-15.222427,-0.3336304,1
-9.952861,-12.665989,2
3.305632,-3.0038416,1
-9.832745,7.6861634,1
5.5899997,-2.7022069,2
3.9006243,0.6258721,0
-8.7887125,16.944239,1
-0.705109,13.927235,1
-2.5650926,-11.189628,2
9.285856,3.5075746,2
12.651211,7.85004,0
16.200113,-4.946488,2
6.4463453,7.9957585,2
10.102332,10.7461815,2
0.7712117,10.431425,2
9.216784,17.684658,0
10.152609,4.2713294,0
15.825555,2.5815933,0
9.814968,-8.810818,0
10.984934,2.8217943,0
3.1067846,-16.386524,0
-1.9655331,15.734481,2
-2.688768,6.950903,1
-6.9791594,-3.0191395,2
1.73676,9.316026,2
-9.584895,16.030436,1
-1.9892093,-6.5908465,1
1.2499342,-14.899525,2
6.7074714,-1.337743,2
7.035114,19.63037,0
27.012978,12.596322,0
11.006719,-13.075951,0
8.142851,-9.007058,2
5.754842,-5.502774,2
18.382977,13.617927,0
21.894915,1.0974869,0
15.353732,-3.76028,0
10.8377,-4.7232013,1
-1.7652957,-5.373515,2
5.8145885,9.718467,0
18.73118,18.508379,0
21.664263,16.910091,0
25.102402,0.5878653,0
6.2489934,-3.5616102,0
15.17055,4.1116834,2
-4.0060086,5.750355,1
-5.162431,13.708547,1
-13.215826,7.8131332,1
-11.574165,-7.0974464,1
-11.332235,-9.964146,2
11.566696,-1.6616069,1
1.1374968,14.433539,2
2.3955252,8.109203,0
-9.709182,18.140778,1
-13.174643,6.176476,1
-7.9837713,-2.9955602,1
-0.62415904,-10.336016,2
14.319026,-1.56885,1
6.381677,21.858322,0
23.117973,6.6340733,0
1.8379285,19.334747,0
12.460178,3.638165,0
13.092358,-2.5822246,0
10.769945,-5.8317657,2
7.788846,4.5558205,0
16.475044,19.983982,0
24.881813,3.8102012,0
23.865416,-8.588765,0
12.039685,-9.743106,2
5.5077777,-6.819801,1
3.6538656,23.135527,0
21.328333,6.5323696,0
25.126966,0.56423634,0
6.249388,-3.5572042,0
-0.54745924,-6.242514,2
1.7732557,-5.4967465,1
10.605196,5.1557665,0
11.405932,4.1114573,2
10.00209,6.319285,0
15.146502,26.090483,0
25.07168,9.110526,0
13.837359,-17.556595,2
9.68652,8.547166,0
9.75236,9.278892,2
2.7541873,11.352595,0
-9.837665,7.728942,1
-4.587314,3.9707751,2
0.780031,-0.7143573,0
-3.5225742,22.425606,1
-10.471338,0.5917588,1
-7.761957,-13.00654,2
-7.558674,3.547251,2
-6.2681146,14.461952,1
-3.4712834,11.891161,1
-10.231114,-5.610576,1
0.36750388,-6.730276,1
-5.1174107,6.281372,2
16.01408,7.5654373,1
-1.6608906,26.085218,1
-1.8147359,19.330772,1
-14.533648,1.793043,1
-10.723064,5.658314,1
-5.600087,-8.973498,1
-4.050627,-5.020243,2
5.007013,6.3682613,0
4.599139,16.360092,1
-9.455349,3.2776206,1
-6.3897533,-1.5408299,2
4.607975,0.22641921,0
4.6747274,16.312479,1
-9.445559,3.3214679,1
-6.349222,-1.48601,2
4.6020923,0.24511237,0
4.1560287,2.4758275,2
7.68949,21.735394,0
6.939028,19.518852,0
23.93158,15.1694145,0
23.202261,-5.1927247,0
8.267459,-9.208369,2
1.8173736,-4.12643,0
3.585813,8.145484,2
1.678375,21.304806,0
8.934297,5.0425878,0
18.202192,4.986274,2
12.051065,-0.03476929,0
-5.1439424,13.73795,1
-13.20146,7.8149824,1
-11.573846,-7.0938087,1
-11.342689,-9.946727,2
11.565845,-1.663691,1
15.169701,26.114075,0
24.995728,9.03639,0
13.839365,-17.557558,2
16.212555,12.682671,0
12.485249,20.89648,0
20.832727,13.8549385,0
19.620142,2.284996,0
18.788393,-11.572419,0
12.229151,-12.709585,2
2.3754106,-6.5483446,2
-5.330416,15.673157,1
-0.37183303,3.753484,2
2.4123073,2.8476558,0
1.3028518,16.787275,1
-4.8317776,10.463555,1
-15.006084,8.477906,1
0.3137689,-2.7729566,1
0.86256343,4.899173,2
-6.111577,-4.68594,2
-3.3423693,14.514368,0
10.912815,8.919984,0
16.445412,2.8590314,0
26.134743,0.5328397,0
16.762215,9.936742,0
12.820305,-4.6901464,2
6.4113703,3.561267,0
10.942198,22.06609,0
18.945486,8.652868,0
6.8817344,-4.225655,2
10.762594,-0.4164604,0
19.333857,15.195781,0
24.602398,13.107589,0
20.946121,-9.291879,0
9.894214,-3.6408982,2
5.368202,-12.508523,2
9.263224,21.286293,0
10.950499,1.3042372,0
23.013475,-7.1316695,0
12.107926,-3.1032286,0
15.939004,-8.713737,2
17.673,-0.53404635,0
18.37742,13.619026,0
21.916555,1.1046946,0
20.624094,-2.862838,0
10.819548,-4.7644873,2
9.290209,-5.748893,0
15.789456,17.533133,0
26.637476,8.887125,0
9.676403,-15.392604,2
2.6586285,2.1935468,0
19.31224,15.193164,0
24.632154,13.076351,0
20.955835,-9.278732,0
9.918438,-3.6136816,2
0.7828764,-5.5556555,2
-1.3018787,22.454763,1
-6.788786,5.3987455,1
-6.8873463,-11.521743,1
-10.172521,-0.7673336,1
-7.441388,1.9810323,1
4.2272625,3.9790194,2
3.1137831,9.183675,2
8.989846,6.7804613,0
12.705665,2.885232,2
3.1477396,-0.8411552,0
-12.758094,10.276989,1
-1.0491658,6.2298284,2
-3.1737373,-3.440444,0
6.9179325,19.497766,0
23.944656,15.151071,0
23.2045,-5.19229,0
8.267622,-9.207612,2
1.7829863,-4.130606,0
11.42827,19.231833,0
23.310314,-0.06382846,0
17.533669,-2.4114978,2
8.946313,4.0985513,0
5.3309307,19.033806,0
11.234768,6.6311836,0
13.429289,0.9947425,0
19.02365,-3.9901624,0
5.00514,2.9564884,2
3.6846578,-2.1141787,0
12.719663,7.7889824,0
16.21746,-4.9321218,2
6.328765,7.8852267,2
-7.1897407,17.490913,1
-12.253578,6.3396845,1
-6.9395537,9.678603,1
4.381035,-13.631659,2
6.20006,-6.70724,2
1.1261039,14.442259,2
5.0790415,11.869842,1
0.7692836,12.211391,1
-5.862859,10.300919,1
-2.7496326,-4.8708925,1
-5.346753,-3.524358,1
-8.28156,-9.303655,2
-7.830528,-1.5883865,1
14.494063,10.377704,2
9.076054,14.871739,0
5.3253784,19.022963,0
11.142052,6.5382533,0
13.436994,1.0036842,0
19.001043,-4.0125995,0
9.980154,2.255533,2
3.8251874,-2.2779098,0
-7.2013597,17.50401,1
-10.480908,0.58779645,1
-7.7546935,-13.01569,2
-7.546635,3.5308268,2
3.4220145,8.372387,2
1.6733079,21.309359,2
10.245937,14.27599,0
18.942022,8.641187,0
6.881893,-4.2304797,2
10.8085165,-0.20865,0
10.585915,5.153151,0
13.939847,3.2035725,2
-2.6570194,4.702763,1
10.5746,5.1308045,0
13.948813,3.2297919,2
-2.65681,4.695666,1
1.3681414,14.175891,2
5.1778784,12.10162,0
17.094965,14.1161995,0
21.185303,-4.1656723,0
23.039045,-2.8547342,0
-4.1808653,-0.104990564,2
6.9290705,-7.915675,0
3.9890049,12.428039,2
1.7013615,10.744351,1
5.3777537,16.114292,1
-10.332238,1.7998539,1
-6.8993163,-1.0455027,2
5.084384,-0.27629396,2
-1.2148783,17.155403,1
-9.541172,-9.83186,1
-0.1629107,-0.80732995,1
3.1580389,-13.358406,2
-3.6849375,-10.149079,2
-4.445024,12.378587,1
-12.326252,6.275561,1
-5.1252246,-12.540129,1
5.4838257,-19.343204,2
6.157858,-6.765391,2
6.502747,2.3476105,2
2.6226733,14.02773,0
-9.492355,15.943772,1
-1.9272124,-6.549797,1
0.62972546,-12.869179,2
6.606448,-1.2371478,2
-10.50225,13.862326,1
-12.39644,-1.5901065,1
-15.183419,-0.3705693,1
-9.953933,-12.666018,2
3.2743275,-3.039674,1
6.840561,15.437329,0
10.640612,17.997799,0
16.235548,2.7131824,0
14.941764,-6.4337997,0
17.351725,9.721674,0
12.507199,-4.293264,0
-1.9585212,15.741082,2
-2.6796396,6.9571,1
-6.980585,-3.060504,2
1.7357552,9.314677,2
3.9946792,12.455281,2
1.6148305,10.718207,2
9.033717,6.691042,0
12.694633,2.8893661,2
3.1201916,-0.8247534,2
12.777934,7.7243943,0
16.337124,-4.835753,2
-2.6278048,4.7203298,0
6.937498,8.9225,0
20.70409,1.7544104,0
13.219551,-6.577694,2
7.3811655,1.5162903,0
7.5666575,23.603022,0
17.256277,7.9180746,0
16.30983,-6.250233,0
18.052109,-5.8926487,1
-1.7505038,-5.2969522,2
5.8131385,9.738406,2
12.214583,18.077522,0
22.511578,12.421113,0
13.807371,11.159221,0
8.182635,-3.132639,0
5.579599,-16.077717,2
-1.351249,0.26294938,0
14.491183,10.351292,2
9.288786,15.058201,0
-1.2952553,22.448189,1
-6.870161,5.327246,1
-6.8776946,-11.510514,1
-10.203059,-0.7285162,1
-7.447697,1.9822081,1
4.224205,3.9908335,2
3.1246169,9.228917,2
0.38989806,26.678028,1
-14.022301,13.705121,1
-4.476903,-2.7522109,1
-5.2821407,-3.589827,1
-8.468181,-9.216488,2
-7.8632164,-1.5355166,2
7.8802323,14.087667,0
19.231936,-1.0954169,0
22.267855,-0.61360806,0
6.6592007,5.2692456,0
8.134709,9.024919,0
19.131067,5.572603,2
7.4559655,-0.012725124,0
15.823154,9.012769,0
12.175874,11.230257,0
8.125414,-4.406576,0
2.784339,-7.976692,2
10.1305275,-6.82053,2
-6.5695677,17.00423,1
3.0949934,4.67651,1
1.2356124,-14.914545,2
3.2366831,-5.12544,2
12.669186,7.836703,0
16.202164,-4.9325953,2
6.3708572,7.879178,2
3.641974,8.046174,0
5.7485285,0.5619272,2
9.706806,6.04666,2
14.047523,16.689295,0
14.975681,14.08542,0
8.6800585,-7.39515,0
9.810854,-3.7050505,2
13.751294,-0.5212725,2
5.364573,19.073975,0
22.22695,12.154579,0
25.443012,-2.684545,0
28.14927,0.6721062,0
5.020393,2.9813476,2
3.7573266,-2.2012403,0
-0.79840845,15.318015,1
-12.660254,0.86316466,1
-14.848167,-6.058448,1
-1.7861966,-16.792505,2
13.292761,-7.8680224,1
3.1940093,19.177034,1
3.4301727,5.98393,1
-10.622147,-3.4853637,1
-3.427133,-1.7061516,1
-4.962306,2.4629738,2
3.1603253,-9.905253,1
-0.36022037,11.425627,2
0.6667652,10.346865,2
8.270836,16.096767,0
17.888298,6.7293725,0
20.10605,-2.501707,0
10.428744,-10.709991,2
-1.2727966,-1.2780807,0
12.907289,19.50266,2
5.3787394,24.011154,2
-6.587238,17.017649,1
3.1488435,4.63371,1
1.2576311,-14.889129,2
3.2085984,-5.096486,2
3.343688,8.588675,2
1.6183653,21.38088,0
16.771711,4.115325,0
27.847658,5.839766,0
14.483658,-7.5399947,2
14.669874,9.285709,0
15.182744,26.126848,0
25.029037,9.065566,0
8.466834,-11.044322,2
9.728456,8.557931,0
1.3376037,14.208703,2
5.172395,12.076849,0
3.823221,14.277841,1
-0.04316098,0.5479215,1
-14.288846,2.2854705,1
-8.147261,8.103019,1
-5.231579,-8.739812,1
-5.236356,11.805971,2
4.7741494,6.805828,2
1.7789325,6.6982512,2
8.97622,18.618404,2
10.994036,11.138583,2
5.420411,24.02141,2
1.7160192,6.7355247,2
